0; 0; 1
0; 1; 1
0; 2; 1
0; 3; 1
0; 4; 1
0; 5; 1
0; 6; 2
0; 7; 2
0; 8; 1
0; 9; 1
0; 10; 2
0; 11; 2
0; 12; 2
0; 13; 2
0; 14; 1
0; 15; 1
0; 16; 2
0; 17; 1
0; 18; 1
0; 19; 1
0; 20; 2
0; 21; 1
0; 22; 2
0; 23; 2
0; 24; 2
0; 25; 1
0; 26; 1
0; 27; 2
0; 28; 2
0; 29; 2
0; 30; 0
0; 31; 0
0; 32; 0
0; 33; 2
0; 34; 2
0; 35; 0
0; 36; 0
0; 37; 0
0; 38; 0
0; 39; 0
0; 40; 0
0; 41; 0
0; 42; 0
0; 43; 1
0; 44; 1
0; 45; 2
0; 46; 1
0; 47; 0
0; 48; 0
0; 49; 0
0; 50; 0
0; 51; 0
0; 52; 0
0; 53; 0
0; 54; 1
0; 55; 1
0; 56; 1
0; 57; 1
0; 58; 0
0; 59; 2
0; 60; 2
0; 61; 2
0; 62; 2
0; 63; 2
0; 64; 0
0; 65; 1
0; 66; 0
0; 67; 1
0; 68; 2
0; 69; 3
0; 70; 0
0; 71; 0
0; 72; 2
0; 73; 1
0; 74; 1
0; 75; 0
0; 76; 2
0; 77; 1
0; 78; 1
0; 79; 2
0; 80; 2
0; 81; 1
0; 82; 1
0; 83; 0
0; 84; 0
0; 85; 1
0; 86; 1
0; 87; 2
0; 88; 1
0; 89; 1
0; 90; 1
0; 91; 1
0; 92; 1
0; 93; 0
0; 94; 0
0; 95; 1
0; 96; 1
0; 97; 1
0; 98; 0
0; 99; 0
0; 100; 0
0; 101; 1
0; 102; 1
0; 103; 2
0; 104; 1
0; 105; 0
0; 106; 1
0; 107; 0
0; 108; 1
0; 109; 1
0; 110; 1
0; 111; 1
0; 112; 0
0; 113; 0
0; 114; 0
0; 115; 1
0; 116; 0
0; 117; 2
0; 118; 1
0; 119; 3
0; 120; 1
0; 121; 1
0; 122; 1
0; 123; 0
0; 124; 0
0; 125; 0
0; 126; 0
